r1,r2,r3,support,body,confidence,example_1,example_2,example_3
nieceOf,greatUncleOf,motherOf,75,276,0.2717391304347826,olivia0-[nieceOf]->luis14-[greatUncleOf]->lisa5 => olivia0-[motherOf]->lisa5,olivia0-[nieceOf]->luis14-[greatUncleOf]->elias6 => olivia0-[motherOf]->elias6,claudia69-[nieceOf]->rene58-[greatUncleOf]->raphael73 => claudia69-[motherOf]->raphael73
boyCousinOf,secondUncleOf,fatherOf,51,189,0.2698412698412698,leon16-[boyCousinOf]->adam9-[secondUncleOf]->lena18 => leon16-[fatherOf]->lena18,leon16-[boyCousinOf]->oskar24-[secondUncleOf]->lena18 => leon16-[fatherOf]->lena18,leon16-[boyCousinOf]->jonas23-[secondUncleOf]->lena18 => leon16-[fatherOf]->lena18
girlCousinOf,secondAuntOf,motherOf,52,193,0.2694300518134715,olivia0-[girlCousinOf]->johanna22-[secondAuntOf]->elias6 => olivia0-[motherOf]->elias6,olivia0-[girlCousinOf]->johanna22-[secondAuntOf]->lisa5 => olivia0-[motherOf]->lisa5,marie139-[girlCousinOf]->larissa136-[secondAuntOf]->lara150 => marie139-[motherOf]->lara150
girlCousinOf,secondUncleOf,motherOf,46,171,0.26900584795321636,olivia0-[girlCousinOf]->leon16-[secondUncleOf]->lisa5 => olivia0-[motherOf]->lisa5,olivia0-[girlCousinOf]->leon16-[secondUncleOf]->elias6 => olivia0-[motherOf]->elias6,olivia0-[girlCousinOf]->jonas23-[secondUncleOf]->elias6 => olivia0-[motherOf]->elias6
grandfatherOf,greatGrandsonOf,sonOf,136,520,0.26153846153846155,dominik2-[grandfatherOf]->elias6-[greatGrandsonOf]->david20 => dominik2-[sonOf]->david20,dominik2-[grandfatherOf]->elias6-[greatGrandsonOf]->ella19 => dominik2-[sonOf]->ella19,dominik2-[grandfatherOf]->nico4-[greatGrandsonOf]->david20 => dominik2-[sonOf]->david20
nephewOf,greatAuntOf,fatherOf,108,420,0.2571428571428571,leon16-[nephewOf]->katharina1-[greatAuntOf]->lena18 => leon16-[fatherOf]->lena18,leon16-[nephewOf]->paula12-[greatAuntOf]->lena18 => leon16-[fatherOf]->lena18,leon16-[nephewOf]->natalie13-[greatAuntOf]->lena18 => leon16-[fatherOf]->lena18
boyCousinOf,nephewOf,sonOf,75,292,0.2568493150684932,leon16-[boyCousinOf]->adam9-[nephewOf]->luis14 => leon16-[sonOf]->luis14,leon16-[boyCousinOf]->oskar24-[nephewOf]->luis14 => leon16-[sonOf]->luis14,leon16-[boyCousinOf]->jonas23-[nephewOf]->luis14 => leon16-[sonOf]->luis14
nephewOf,brotherOf,sonOf,101,400,0.2525,jonas23-[nephewOf]->luis14-[brotherOf]->paula12 => jonas23-[sonOf]->paula12,oskar24-[nephewOf]->luis14-[brotherOf]->katharina1 => oskar24-[sonOf]->katharina1,nico4-[nephewOf]->oskar24-[brotherOf]->olivia0 => nico4-[sonOf]->olivia0
boyCousinOf,nieceOf,sonOf,79,314,0.2515923566878981,leon16-[boyCousinOf]->johanna22-[nieceOf]->luis14 => leon16-[sonOf]->luis14,leon16-[boyCousinOf]->olivia0-[nieceOf]->luis14 => leon16-[sonOf]->luis14,leon16-[boyCousinOf]->isabella11-[nieceOf]->luis14 => leon16-[sonOf]->luis14
grandmotherOf,greatGrandsonOf,daughterOf,130,520,0.25,katharina1-[grandmotherOf]->elias6-[greatGrandsonOf]->moritz8 => katharina1-[daughterOf]->moritz8,katharina1-[grandmotherOf]->elias6-[greatGrandsonOf]->emma7 => katharina1-[daughterOf]->emma7,katharina1-[grandmotherOf]->nico4-[greatGrandsonOf]->moritz8 => katharina1-[daughterOf]->moritz8
nieceOf,greatUncleOf,secondAuntOf,69,276,0.25,olivia0-[nieceOf]->luis14-[greatUncleOf]->fabian26 => olivia0-[secondAuntOf]->fabian26,selina10-[nieceOf]->luis14-[greatUncleOf]->fabian26 => selina10-[secondAuntOf]->fabian26,isabella11-[nieceOf]->luis14-[greatUncleOf]->fabian26 => isabella11-[secondAuntOf]->fabian26
secondAuntOf,girlSecondCousinOf,secondAuntOf,16,64,0.25,olivia0-[secondAuntOf]->lena18-[girlSecondCousinOf]->fabian26 => olivia0-[secondAuntOf]->fabian26,selina10-[secondAuntOf]->lena18-[girlSecondCousinOf]->fabian26 => selina10-[secondAuntOf]->fabian26,isabella11-[secondAuntOf]->lena18-[girlSecondCousinOf]->fabian26 => isabella11-[secondAuntOf]->fabian26
nephewOf,greatUncleOf,secondUncleOf,64,261,0.24521072796934865,jonas23-[nephewOf]->luis14-[greatUncleOf]->lisa5 => jonas23-[secondUncleOf]->lisa5,jonas23-[nephewOf]->luis14-[greatUncleOf]->elias6 => jonas23-[secondUncleOf]->elias6,jonas23-[nephewOf]->luis14-[greatUncleOf]->nico4 => jonas23-[secondUncleOf]->nico4
secondAuntOf,boySecondCousinOf,motherOf,19,78,0.24358974358974358,olivia0-[secondAuntOf]->fabian26-[boySecondCousinOf]->elias6 => olivia0-[motherOf]->elias6,olivia0-[secondAuntOf]->fabian26-[boySecondCousinOf]->lisa5 => olivia0-[motherOf]->lisa5,marlene86-[secondAuntOf]->lukas93-[boySecondCousinOf]->emily102 => marlene86-[motherOf]->emily102
granddaughterOf,greatGrandfatherOf,motherOf,181,749,0.2416555407209613,olivia0-[granddaughterOf]->david20-[greatGrandfatherOf]->elias6 => olivia0-[motherOf]->elias6,olivia0-[granddaughterOf]->david20-[greatGrandfatherOf]->lisa5 => olivia0-[motherOf]->lisa5,olivia0-[granddaughterOf]->moritz8-[greatGrandfatherOf]->lisa5 => olivia0-[motherOf]->lisa5
granddaughterOf,greatGrandmotherOf,motherOf,181,749,0.2416555407209613,olivia0-[granddaughterOf]->emma7-[greatGrandmotherOf]->lisa5 => olivia0-[motherOf]->lisa5,olivia0-[granddaughterOf]->emma7-[greatGrandmotherOf]->elias6 => olivia0-[motherOf]->elias6,olivia0-[granddaughterOf]->ella19-[greatGrandmotherOf]->elias6 => olivia0-[motherOf]->elias6
nieceOf,greatAuntOf,secondAuntOf,94,390,0.24102564102564103,olivia0-[nieceOf]->paula12-[greatAuntOf]->lena18 => olivia0-[secondAuntOf]->lena18,olivia0-[nieceOf]->natalie13-[greatAuntOf]->lena18 => olivia0-[secondAuntOf]->lena18,olivia0-[nieceOf]->natalie13-[greatAuntOf]->fabian26 => olivia0-[secondAuntOf]->fabian26
nieceOf,brotherOf,daughterOf,106,442,0.2398190045248869,olivia0-[nieceOf]->luis14-[brotherOf]->katharina1 => olivia0-[daughterOf]->katharina1,selina10-[nieceOf]->luis14-[brotherOf]->katharina1 => selina10-[daughterOf]->katharina1,isabella11-[nieceOf]->luis14-[brotherOf]->katharina1 => isabella11-[daughterOf]->katharina1
nieceOf,greatAuntOf,motherOf,93,390,0.23846153846153847,olivia0-[nieceOf]->paula12-[greatAuntOf]->elias6 => olivia0-[motherOf]->elias6,olivia0-[nieceOf]->paula12-[greatAuntOf]->lisa5 => olivia0-[motherOf]->lisa5,olivia0-[nieceOf]->natalie13-[greatAuntOf]->lisa5 => olivia0-[motherOf]->lisa5
girlCousinOf,nieceOf,daughterOf,79,333,0.23723723723723725,olivia0-[girlCousinOf]->johanna22-[nieceOf]->katharina1 => olivia0-[daughterOf]->katharina1,selina10-[girlCousinOf]->johanna22-[nieceOf]->katharina1 => selina10-[daughterOf]->katharina1,isabella11-[girlCousinOf]->johanna22-[nieceOf]->katharina1 => isabella11-[daughterOf]->katharina1
girlSecondCousinOf,boyFirstCousinOnceRemovedOf,daughterOf,20,85,0.23529411764705882,lena18-[girlSecondCousinOf]->fabian26-[boyFirstCousinOnceRemovedOf]->leon16 => lena18-[daughterOf]->leon16,lena18-[girlSecondCousinOf]->elias6-[boyFirstCousinOnceRemovedOf]->leon16 => lena18-[daughterOf]->leon16,lena18-[girlSecondCousinOf]->nico4-[boyFirstCousinOnceRemovedOf]->leon16 => lena18-[daughterOf]->leon16
secondAuntOf,girlSecondCousinOf,motherOf,15,64,0.234375,olivia0-[secondAuntOf]->lena18-[girlSecondCousinOf]->lisa5 => olivia0-[motherOf]->lisa5,olivia0-[secondAuntOf]->lena18-[girlSecondCousinOf]->elias6 => olivia0-[motherOf]->elias6,marie139-[secondAuntOf]->natalie151-[girlSecondCousinOf]->lara150 => marie139-[motherOf]->lara150
granddaughterOf,greatGrandfatherOf,secondAuntOf,175,749,0.2336448598130841,olivia0-[granddaughterOf]->moritz8-[greatGrandfatherOf]->lena18 => olivia0-[secondAuntOf]->lena18,olivia0-[granddaughterOf]->moritz8-[greatGrandfatherOf]->fabian26 => olivia0-[secondAuntOf]->fabian26,selina10-[granddaughterOf]->moritz8-[greatGrandfatherOf]->lena18 => selina10-[secondAuntOf]->lena18
granddaughterOf,greatGrandmotherOf,secondAuntOf,175,749,0.2336448598130841,olivia0-[granddaughterOf]->emma7-[greatGrandmotherOf]->lena18 => olivia0-[secondAuntOf]->lena18,olivia0-[granddaughterOf]->emma7-[greatGrandmotherOf]->fabian26 => olivia0-[secondAuntOf]->fabian26,selina10-[granddaughterOf]->emma7-[greatGrandmotherOf]->lena18 => selina10-[secondAuntOf]->lena18
secondAuntOf,boyFirstCousinOnceRemovedOf,girlCousinOf,33,142,0.2323943661971831,olivia0-[secondAuntOf]->fabian26-[boyFirstCousinOnceRemovedOf]->leon16 => olivia0-[girlCousinOf]->leon16,selina10-[secondAuntOf]->fabian26-[boyFirstCousinOnceRemovedOf]->leon16 => selina10-[girlCousinOf]->leon16,isabella11-[secondAuntOf]->fabian26-[boyFirstCousinOnceRemovedOf]->leon16 => isabella11-[girlCousinOf]->leon16
greatGrandsonOf,grandfatherOf,boyFirstCousinOnceRemovedOf,180,777,0.23166023166023167,fabian26-[greatGrandsonOf]->moritz8-[grandfatherOf]->oskar24 => fabian26-[boyFirstCousinOnceRemovedOf]->oskar24,fabian26-[greatGrandsonOf]->moritz8-[grandfatherOf]->adam9 => fabian26-[boyFirstCousinOnceRemovedOf]->adam9,fabian26-[greatGrandsonOf]->moritz8-[grandfatherOf]->leon16 => fabian26-[boyFirstCousinOnceRemovedOf]->leon16
greatGrandsonOf,grandmotherOf,boyFirstCousinOnceRemovedOf,180,777,0.23166023166023167,fabian26-[greatGrandsonOf]->emma7-[grandmotherOf]->oskar24 => fabian26-[boyFirstCousinOnceRemovedOf]->oskar24,fabian26-[greatGrandsonOf]->emma7-[grandmotherOf]->adam9 => fabian26-[boyFirstCousinOnceRemovedOf]->adam9,fabian26-[greatGrandsonOf]->emma7-[grandmotherOf]->leon16 => fabian26-[boyFirstCousinOnceRemovedOf]->leon16
girlFirstCousinOnceRemovedOf,girlCousinOf,girlFirstCousinOnceRemovedOf,42,183,0.22950819672131148,lena18-[girlFirstCousinOnceRemovedOf]->johanna22-[girlCousinOf]->adam9 => lena18-[girlFirstCousinOnceRemovedOf]->adam9,lena18-[girlFirstCousinOnceRemovedOf]->johanna22-[girlCousinOf]->oskar24 => lena18-[girlFirstCousinOnceRemovedOf]->oskar24,lena18-[girlFirstCousinOnceRemovedOf]->johanna22-[girlCousinOf]->olivia0 => lena18-[girlFirstCousinOnceRemovedOf]->olivia0
girlCousinOf,secondUncleOf,secondAuntOf,39,171,0.22807017543859648,olivia0-[girlCousinOf]->leon16-[secondUncleOf]->fabian26 => olivia0-[secondAuntOf]->fabian26,olivia0-[girlCousinOf]->jonas23-[secondUncleOf]->lena18 => olivia0-[secondAuntOf]->lena18,selina10-[girlCousinOf]->leon16-[secondUncleOf]->fabian26 => selina10-[secondAuntOf]->fabian26
girlSecondCousinOf,boyFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,19,85,0.2235294117647059,lena18-[girlSecondCousinOf]->fabian26-[boyFirstCousinOnceRemovedOf]->adam9 => lena18-[girlFirstCousinOnceRemovedOf]->adam9,lena18-[girlSecondCousinOf]->fabian26-[boyFirstCousinOnceRemovedOf]->oskar24 => lena18-[girlFirstCousinOnceRemovedOf]->oskar24,lena18-[girlSecondCousinOf]->fabian26-[boyFirstCousinOnceRemovedOf]->olivia0 => lena18-[girlFirstCousinOnceRemovedOf]->olivia0
grandmotherOf,greatGranddaughterOf,daughterOf,104,468,0.2222222222222222,katharina1-[grandmotherOf]->lisa5-[greatGranddaughterOf]->moritz8 => katharina1-[daughterOf]->moritz8,katharina1-[grandmotherOf]->lisa5-[greatGranddaughterOf]->emma7 => katharina1-[daughterOf]->emma7,sofia28-[grandmotherOf]->marie43-[greatGranddaughterOf]->alina32 => sofia28-[daughterOf]->alina32
girlCousinOf,nephewOf,daughterOf,74,340,0.21764705882352942,olivia0-[girlCousinOf]->leon16-[nephewOf]->katharina1 => olivia0-[daughterOf]->katharina1,olivia0-[girlCousinOf]->jonas23-[nephewOf]->katharina1 => olivia0-[daughterOf]->katharina1,selina10-[girlCousinOf]->leon16-[nephewOf]->katharina1 => selina10-[daughterOf]->katharina1
girlFirstCousinOnceRemovedOf,boyCousinOf,daughterOf,35,163,0.2147239263803681,lena18-[girlFirstCousinOnceRemovedOf]->adam9-[boyCousinOf]->leon16 => lena18-[daughterOf]->leon16,lena18-[girlFirstCousinOnceRemovedOf]->oskar24-[boyCousinOf]->leon16 => lena18-[daughterOf]->leon16,lena18-[girlFirstCousinOnceRemovedOf]->jonas23-[boyCousinOf]->leon16 => lena18-[daughterOf]->leon16
boySecondCousinOf,girlFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,21,98,0.21428571428571427,fabian26-[boySecondCousinOf]->lisa5-[girlFirstCousinOnceRemovedOf]->leon16 => fabian26-[boyFirstCousinOnceRemovedOf]->leon16,fabian26-[boySecondCousinOf]->lena18-[girlFirstCousinOnceRemovedOf]->adam9 => fabian26-[boyFirstCousinOnceRemovedOf]->adam9,fabian26-[boySecondCousinOf]->lena18-[girlFirstCousinOnceRemovedOf]->oskar24 => fabian26-[boyFirstCousinOnceRemovedOf]->oskar24
boySecondCousinOf,girlSecondCousinOf,boyCousinOf,9,42,0.21428571428571427,nico91-[boySecondCousinOf]->natalie89-[girlSecondCousinOf]->lukas93 => nico91-[boyCousinOf]->lukas93,nico91-[boySecondCousinOf]->emily102-[girlSecondCousinOf]->lukas93 => nico91-[boyCousinOf]->lukas93,lukas93-[boySecondCousinOf]->natalie89-[girlSecondCousinOf]->david100 => lukas93-[boyCousinOf]->david100
secondUncleOf,boySecondCousinOf,secondUncleOf,16,75,0.21333333333333335,leon16-[secondUncleOf]->fabian26-[boySecondCousinOf]->elias6 => leon16-[secondUncleOf]->elias6,leon16-[secondUncleOf]->fabian26-[boySecondCousinOf]->lisa5 => leon16-[secondUncleOf]->lisa5,leon16-[secondUncleOf]->fabian26-[boySecondCousinOf]->nico4 => leon16-[secondUncleOf]->nico4
girlFirstCousinOnceRemovedOf,boyCousinOf,girlFirstCousinOnceRemovedOf,34,163,0.2085889570552147,lena18-[girlFirstCousinOnceRemovedOf]->adam9-[boyCousinOf]->jonas23 => lena18-[girlFirstCousinOnceRemovedOf]->jonas23,lena18-[girlFirstCousinOnceRemovedOf]->adam9-[boyCousinOf]->johanna22 => lena18-[girlFirstCousinOnceRemovedOf]->johanna22,lena18-[girlFirstCousinOnceRemovedOf]->oskar24-[boyCousinOf]->jonas23 => lena18-[girlFirstCousinOnceRemovedOf]->jonas23
greatGranddaughterOf,grandfatherOf,girlFirstCousinOnceRemovedOf,153,735,0.20816326530612245,lena18-[greatGranddaughterOf]->moritz8-[grandfatherOf]->johanna22 => lena18-[girlFirstCousinOnceRemovedOf]->johanna22,lena18-[greatGranddaughterOf]->moritz8-[grandfatherOf]->oskar24 => lena18-[girlFirstCousinOnceRemovedOf]->oskar24,lena18-[greatGranddaughterOf]->moritz8-[grandfatherOf]->adam9 => lena18-[girlFirstCousinOnceRemovedOf]->adam9
greatGranddaughterOf,grandmotherOf,girlFirstCousinOnceRemovedOf,153,735,0.20816326530612245,lena18-[greatGranddaughterOf]->emma7-[grandmotherOf]->johanna22 => lena18-[girlFirstCousinOnceRemovedOf]->johanna22,lena18-[greatGranddaughterOf]->emma7-[grandmotherOf]->oskar24 => lena18-[girlFirstCousinOnceRemovedOf]->oskar24,lena18-[greatGranddaughterOf]->emma7-[grandmotherOf]->adam9 => lena18-[girlFirstCousinOnceRemovedOf]->adam9
girlSecondCousinOf,girlFirstCousinOnceRemovedOf,daughterOf,11,53,0.20754716981132076,lena18-[girlSecondCousinOf]->lisa5-[girlFirstCousinOnceRemovedOf]->leon16 => lena18-[daughterOf]->leon16,lisa5-[girlSecondCousinOf]->lena18-[girlFirstCousinOnceRemovedOf]->olivia0 => lisa5-[daughterOf]->olivia0,alina123-[girlSecondCousinOf]->marlene127-[girlFirstCousinOnceRemovedOf]->leo121 => alina123-[daughterOf]->leo121
grandsonOf,greatGrandfatherOf,secondUncleOf,158,763,0.20707732634338138,leon16-[grandsonOf]->moritz8-[greatGrandfatherOf]->fabian26 => leon16-[secondUncleOf]->fabian26,leon16-[grandsonOf]->moritz8-[greatGrandfatherOf]->lisa5 => leon16-[secondUncleOf]->lisa5,leon16-[grandsonOf]->moritz8-[greatGrandfatherOf]->nico4 => leon16-[secondUncleOf]->nico4
grandsonOf,greatGrandmotherOf,secondUncleOf,158,763,0.20707732634338138,leon16-[grandsonOf]->emma7-[greatGrandmotherOf]->fabian26 => leon16-[secondUncleOf]->fabian26,leon16-[grandsonOf]->emma7-[greatGrandmotherOf]->lisa5 => leon16-[secondUncleOf]->lisa5,leon16-[grandsonOf]->emma7-[greatGrandmotherOf]->nico4 => leon16-[secondUncleOf]->nico4
greatGranddaughterOf,grandfatherOf,daughterOf,152,735,0.20680272108843537,lena18-[greatGranddaughterOf]->moritz8-[grandfatherOf]->leon16 => lena18-[daughterOf]->leon16,lisa5-[greatGranddaughterOf]->david20-[grandfatherOf]->olivia0 => lisa5-[daughterOf]->olivia0,lisa5-[greatGranddaughterOf]->moritz8-[grandfatherOf]->olivia0 => lisa5-[daughterOf]->olivia0
greatGranddaughterOf,grandmotherOf,daughterOf,152,735,0.20680272108843537,lena18-[greatGranddaughterOf]->emma7-[grandmotherOf]->leon16 => lena18-[daughterOf]->leon16,lisa5-[greatGranddaughterOf]->emma7-[grandmotherOf]->olivia0 => lisa5-[daughterOf]->olivia0,lisa5-[greatGranddaughterOf]->ella19-[grandmotherOf]->olivia0 => lisa5-[daughterOf]->olivia0
boySecondCousinOf,girlFirstCousinOnceRemovedOf,sonOf,19,98,0.19387755102040816,fabian26-[boySecondCousinOf]->lisa5-[girlFirstCousinOnceRemovedOf]->jonas23 => fabian26-[sonOf]->jonas23,fabian26-[boySecondCousinOf]->lena18-[girlFirstCousinOnceRemovedOf]->jonas23 => fabian26-[sonOf]->jonas23,nico4-[boySecondCousinOf]->lena18-[girlFirstCousinOnceRemovedOf]->olivia0 => nico4-[sonOf]->olivia0
nephewOf,greatAuntOf,secondUncleOf,80,420,0.19047619047619047,leon16-[nephewOf]->katharina1-[greatAuntOf]->fabian26 => leon16-[secondUncleOf]->fabian26,leon16-[nephewOf]->paula12-[greatAuntOf]->elias6 => leon16-[secondUncleOf]->elias6,leon16-[nephewOf]->paula12-[greatAuntOf]->lisa5 => leon16-[secondUncleOf]->lisa5
girlSecondCousinOf,girlFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,10,53,0.18867924528301888,lena18-[girlSecondCousinOf]->lisa5-[girlFirstCousinOnceRemovedOf]->jonas23 => lena18-[girlFirstCousinOnceRemovedOf]->jonas23,lena18-[girlSecondCousinOf]->lisa5-[girlFirstCousinOnceRemovedOf]->johanna22 => lena18-[girlFirstCousinOnceRemovedOf]->johanna22,lisa5-[girlSecondCousinOf]->lena18-[girlFirstCousinOnceRemovedOf]->johanna22 => lisa5-[girlFirstCousinOnceRemovedOf]->johanna22
greatGrandsonOf,grandfatherOf,sonOf,145,777,0.1866151866151866,fabian26-[greatGrandsonOf]->moritz8-[grandfatherOf]->jonas23 => fabian26-[sonOf]->jonas23,nico4-[greatGrandsonOf]->david20-[grandfatherOf]->olivia0 => nico4-[sonOf]->olivia0,nico4-[greatGrandsonOf]->moritz8-[grandfatherOf]->olivia0 => nico4-[sonOf]->olivia0
greatGrandsonOf,grandmotherOf,sonOf,145,777,0.1866151866151866,fabian26-[greatGrandsonOf]->emma7-[grandmotherOf]->jonas23 => fabian26-[sonOf]->jonas23,nico4-[greatGrandsonOf]->emma7-[grandmotherOf]->olivia0 => nico4-[sonOf]->olivia0,nico4-[greatGrandsonOf]->ella19-[grandmotherOf]->olivia0 => nico4-[sonOf]->olivia0
girlFirstCousinOnceRemovedOf,girlCousinOf,daughterOf,34,183,0.18579234972677597,lena18-[girlFirstCousinOnceRemovedOf]->johanna22-[girlCousinOf]->leon16 => lena18-[daughterOf]->leon16,lena18-[girlFirstCousinOnceRemovedOf]->olivia0-[girlCousinOf]->leon16 => lena18-[daughterOf]->leon16,lena18-[girlFirstCousinOnceRemovedOf]->isabella11-[girlCousinOf]->leon16 => lena18-[daughterOf]->leon16
boyFirstCousinOnceRemovedOf,boyCousinOf,boyFirstCousinOnceRemovedOf,36,197,0.18274111675126903,fabian26-[boyFirstCousinOnceRemovedOf]->adam9-[boyCousinOf]->leon16 => fabian26-[boyFirstCousinOnceRemovedOf]->leon16,fabian26-[boyFirstCousinOnceRemovedOf]->leon16-[boyCousinOf]->adam9 => fabian26-[boyFirstCousinOnceRemovedOf]->adam9,fabian26-[boyFirstCousinOnceRemovedOf]->leon16-[boyCousinOf]->oskar24 => fabian26-[boyFirstCousinOnceRemovedOf]->oskar24
boySecondCousinOf,boyFirstCousinOnceRemovedOf,sonOf,12,68,0.17647058823529413,fabian26-[boySecondCousinOf]->elias6-[boyFirstCousinOnceRemovedOf]->jonas23 => fabian26-[sonOf]->jonas23,fabian26-[boySecondCousinOf]->nico4-[boyFirstCousinOnceRemovedOf]->jonas23 => fabian26-[sonOf]->jonas23,nico4-[boySecondCousinOf]->fabian26-[boyFirstCousinOnceRemovedOf]->olivia0 => nico4-[sonOf]->olivia0
secondUncleOf,girlSecondCousinOf,secondUncleOf,15,87,0.1724137931034483,leon16-[secondUncleOf]->lisa5-[girlSecondCousinOf]->fabian26 => leon16-[secondUncleOf]->fabian26,jonas23-[secondUncleOf]->lisa5-[girlSecondCousinOf]->lena18 => jonas23-[secondUncleOf]->lena18,jonas23-[secondUncleOf]->lena18-[girlSecondCousinOf]->lisa5 => jonas23-[secondUncleOf]->lisa5
grandmotherOf,girlSecondCousinOf,greatAuntOf,9,54,0.16666666666666666,katharina1-[grandmotherOf]->lisa5-[girlSecondCousinOf]->fabian26 => katharina1-[greatAuntOf]->fabian26,katharina1-[grandmotherOf]->lisa5-[girlSecondCousinOf]->lena18 => katharina1-[greatAuntOf]->lena18,larissa299-[grandmotherOf]->isabella314-[girlSecondCousinOf]->theodor298 => larissa299-[greatAuntOf]->theodor298
girlCousinOf,secondAuntOf,secondAuntOf,32,193,0.16580310880829016,olivia0-[girlCousinOf]->johanna22-[secondAuntOf]->lena18 => olivia0-[secondAuntOf]->lena18,selina10-[girlCousinOf]->johanna22-[secondAuntOf]->lena18 => selina10-[secondAuntOf]->lena18,isabella11-[girlCousinOf]->johanna22-[secondAuntOf]->lena18 => isabella11-[secondAuntOf]->lena18
boyCousinOf,secondUncleOf,secondUncleOf,31,189,0.164021164021164,leon16-[boyCousinOf]->adam9-[secondUncleOf]->fabian26 => leon16-[secondUncleOf]->fabian26,leon16-[boyCousinOf]->oskar24-[secondUncleOf]->fabian26 => leon16-[secondUncleOf]->fabian26,leon16-[boyCousinOf]->jonas23-[secondUncleOf]->elias6 => leon16-[secondUncleOf]->elias6
boyFirstCousinOnceRemovedOf,girlCousinOf,sonOf,36,224,0.16071428571428573,fabian26-[boyFirstCousinOnceRemovedOf]->olivia0-[girlCousinOf]->jonas23 => fabian26-[sonOf]->jonas23,fabian26-[boyFirstCousinOnceRemovedOf]->isabella11-[girlCousinOf]->jonas23 => fabian26-[sonOf]->jonas23,fabian26-[boyFirstCousinOnceRemovedOf]->selina10-[girlCousinOf]->jonas23 => fabian26-[sonOf]->jonas23
girlFirstCousinOnceRemovedOf,secondUncleOf,girlSecondCousinOf,13,81,0.16049382716049382,lena18-[girlFirstCousinOnceRemovedOf]->adam9-[secondUncleOf]->fabian26 => lena18-[girlSecondCousinOf]->fabian26,lena18-[girlFirstCousinOnceRemovedOf]->oskar24-[secondUncleOf]->fabian26 => lena18-[girlSecondCousinOf]->fabian26,lena18-[girlFirstCousinOnceRemovedOf]->jonas23-[secondUncleOf]->elias6 => lena18-[girlSecondCousinOf]->elias6
